Test,Output,Nominal,Spec,Weight,Pass/Fail
yg9bq_DDPUF_128_mc_1,E66_iter7,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter8,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter9,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter10,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter11,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter12,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter13,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter14,800e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter15,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter16,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter17,800.5e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter18,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter19,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter20,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter21,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter22,800e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter23,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter24,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter25,800e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter26,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter27,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter28,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter29,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter30,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter31,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter32,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter33,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter34,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter35,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter36,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter37,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter38,800e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter39,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter40,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter41,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter42,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter43,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter44,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter45,800e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter46,800e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter47,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter48,800e-3,,,
yg9bq_DDPUF_128_mc_1,E66_iter49,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter0,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter1,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter2,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter3,799.3e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter4,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter5,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter6,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter7,800e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter8,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter9,800.5e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter10,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter11,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter12,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter13,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter14,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter15,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter16,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter17,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter18,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter19,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter20,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter21,800e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter22,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter23,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter24,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter25,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter26,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter27,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter28,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter29,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter30,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter31,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter32,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter33,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter34,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter35,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter36,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter37,800e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter38,800e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter39,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter40,800e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter41,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter42,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter43,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter44,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter45,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter46,800e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter47,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter48,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E67_iter49,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter0,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter1,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter2,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter3,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter4,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter5,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter6,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter7,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter8,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter9,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter10,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter11,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter12,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter13,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter14,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter15,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter16,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter17,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter18,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter19,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter20,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter21,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter22,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter23,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter24,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter25,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter26,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter27,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter28,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter29,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter30,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter31,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter32,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter33,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter34,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter35,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter36,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter37,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter38,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter39,800e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter40,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter41,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter42,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter43,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter44,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter45,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter46,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter47,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter48,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E68_iter49,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter0,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter1,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter2,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter3,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter4,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter5,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter6,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter7,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter8,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter9,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter10,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter11,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter12,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter13,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter14,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter15,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter16,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter17,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter18,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter19,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter20,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter21,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter22,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter23,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter24,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter25,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter26,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter27,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter28,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter29,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter30,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter31,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter32,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter33,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter34,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter35,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter36,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter37,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter38,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter39,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter40,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter41,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter42,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter43,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter44,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter45,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter46,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter47,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter48,800e-3,,,
yg9bq_DDPUF_128_mc_1,E69_iter49,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E70_iter0,-290.9e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter1,79.53e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter2,-237.5e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter3,-288.1e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter4,-601.1e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter5,-320.2e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter6,141e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter7,-380.3e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter8,153.4e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter9,-83.89e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter10,183.9e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter11,666.6e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter12,181.2e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter13,277.5e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter14,-62.51e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter15,177.2e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter16,-417.7e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter17,137.8e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter18,125.6e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter19,-285.2e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter20,544.9e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter21,263.7e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter22,-196.2e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter23,-8.349e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter24,416e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter25,-118.1e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter26,275.3e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter27,-53.14e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter28,263.7e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter29,51.5e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter30,128e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter31,46.21e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter32,-237.7e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter33,51.38e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter34,106.6e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter35,262.6e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter36,-282.8e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter37,150.8e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter38,-87.53e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter39,277.4e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter40,-269.1e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter41,108e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter42,193.2e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter43,-420.6e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter44,30.2e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter45,-172.7e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter46,31.73e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter47,-48.51e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter48,425e-6,,,
yg9bq_DDPUF_128_mc_1,E70_iter49,288.6e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter0,-15.73e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter1,-49.09e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter2,228.1e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter3,5.141e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter4,28.54e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter5,-219.5e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter6,255.5e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter7,379.2e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter8,47.06e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter9,122.5e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter10,47.98e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter11,-124.4e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter12,100.1e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter13,-41.41e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter14,-19.65e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter15,36.19e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter16,23.35e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter17,-408.6e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter18,85.67e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter19,246.4e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter20,-424e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter21,232.1e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter22,198.9e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter23,265.8e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter24,-86.59e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter25,-338.5e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter26,41.86e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter27,579.4e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter28,-266.6e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter29,61.58e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter30,-354.7e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter31,106.4e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter32,-374.7e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter33,-316e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter34,154.7e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter35,127.8e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter36,171.1e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter37,19.31e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter38,-85.14e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter39,250.3e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter40,444.7e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter41,-223e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter42,101.6e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter43,259.8e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter44,373.1e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter45,-15.6e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter46,-26.51e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter47,-294.2e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter48,210.8e-6,,,
yg9bq_DDPUF_128_mc_1,E71_iter49,183.6e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter0,211.6e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter1,161e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter2,-223.1e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter3,122.8e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter4,192e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter5,9.387e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter6,-139.8e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter7,-119.5e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter8,-244.9e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter9,384.3e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter10,-43.74e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter11,-44.35e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter12,239.7e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter13,30.92e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter14,-587.4e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter15,329.6e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter16,-106.7e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter17,97.85e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter18,-558.1e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter19,-191.7e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter20,-104.6e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter21,407.9e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter22,-115.8e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter23,216.7e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter24,-80.61e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter25,-86.41e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter26,303.3e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter27,-489.3e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter28,115.8e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter29,-710.5e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter30,88.78e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter31,-387.8e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter32,218.1e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter33,-470.3e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter34,-46.62e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter35,-24.77e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter36,-359.4e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter37,-48.81e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter38,-214.1e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter39,139.7e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter40,-36.19e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter41,-92.8e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter42,-116.2e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter43,-473.2e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter44,154.7e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter45,-161.9e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter46,37.2e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter47,-168.9e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter48,223e-6,,,
yg9bq_DDPUF_128_mc_1,E72_iter49,-90.5e-6,,,
yg9bq_DDPUF_128_mc_1,E73_iter0,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter1,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter2,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter3,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter4,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter5,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter6,800e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter7,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter8,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter9,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter10,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter11,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter12,800e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter13,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter14,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter15,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter16,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter17,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter18,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter19,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter20,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter21,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter22,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter23,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter24,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter25,800e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter26,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter27,799.4e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter28,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter29,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter30,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter31,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter32,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter33,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter34,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter35,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter36,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter37,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter38,800.6e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter39,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter40,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter41,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter42,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter43,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter44,800e-3,,,
yg9bq_DDPUF_128_mc_1,E73_iter45,799.8e-3,,,
