Test,Output,Nominal,Spec,Weight,Pass/Fail
yg9bq_DDPUF_128_mc_1,E27_iter41,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E27_iter42,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E27_iter43,800.6e-3,,,
yg9bq_DDPUF_128_mc_1,E27_iter44,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E27_iter45,800e-3,,,
yg9bq_DDPUF_128_mc_1,E27_iter46,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E27_iter47,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E27_iter48,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E27_iter49,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E28_iter0,35.83e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter1,386.7e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter2,-147.1e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter3,-159.3e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter4,416.9e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter5,-327.2e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter6,-348.9e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter7,-269.2e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter8,-71.21e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter9,12.7e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter10,107e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter11,-220.2e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter12,155.7e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter13,-4.22e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter14,244e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter15,-44.03e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter16,-260.4e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter17,-13.32e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter18,-61.72e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter19,47.56e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter20,38.34e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter21,198.8e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter22,189.7e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter23,-381.6e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter24,-124.6e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter25,-98e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter26,31.04e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter27,148.9e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter28,-124.1e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter29,43.45e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter30,-168.1e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter31,-217.5e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter32,-51.64e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter33,94.56e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter34,49.26e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter35,194e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter36,209.3e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter37,150.5e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter38,-388e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter39,-86.62e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter40,160.4e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter41,-49.91e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter42,-192.8e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter43,117.1e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter44,235.1e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter45,42.44e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter46,-34.89e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter47,407.7e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter48,48.39e-6,,,
yg9bq_DDPUF_128_mc_1,E28_iter49,626.1e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter0,-198.2e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter1,-4.646e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter2,698.1e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter3,193e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter4,350.1e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter5,-487.2e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter6,98.69e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter7,103.5e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter8,-393.7e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter9,-25.93e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter10,162.5e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter11,-310e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter12,130.9e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter13,-10.21e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter14,-282e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter15,-20.9e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter16,-126.3e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter17,62.02e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter18,-97.4e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter19,-106.6e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter20,153.5e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter21,48.99e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter22,-136.7e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter23,9.808e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter24,325.5e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter25,164.4e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter26,102.8e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter27,90.09e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter28,-72.87e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter29,393.9e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter30,223.9e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter31,215.5e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter32,-272.2e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter33,378.2e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter34,-7.99e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter35,-106.9e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter36,-190.7e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter37,99.54e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter38,85.64e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter39,333.6e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter40,-132.5e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter41,-84.17e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter42,695.3e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter43,168.7e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter44,-176.4e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter45,234.8e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter46,-28.85e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter47,221.9e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter48,-429.2e-6,,,
yg9bq_DDPUF_128_mc_1,E29_iter49,348.7e-6,,,
yg9bq_DDPUF_128_mc_1,E30_iter0,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter1,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter2,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter3,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter4,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter5,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter6,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter7,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter8,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter9,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter10,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter11,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter12,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter13,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter14,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter15,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter16,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter17,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter18,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter19,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter20,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter21,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter22,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter23,800.5e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter24,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter25,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter26,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter27,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter28,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter29,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter30,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter31,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter32,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter33,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter34,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter35,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter36,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter37,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter38,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter39,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter40,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter41,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter42,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter43,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter44,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter45,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter46,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter47,800e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter48,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E30_iter49,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter0,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter1,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter2,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter3,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter4,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter5,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter6,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter7,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter8,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter9,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter10,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter11,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter12,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter13,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter14,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter15,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter16,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter17,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter18,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter19,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter20,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter21,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter22,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter23,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter24,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter25,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter26,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter27,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter28,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter29,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter30,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter31,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter32,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter33,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter34,799.4e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter35,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter36,800.5e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter37,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter38,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter39,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter40,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter41,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter42,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter43,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter44,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter45,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter46,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter47,800e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter48,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E31_iter49,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E32_iter0,-53.11e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter1,280.7e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter2,-268.1e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter3,-85.34e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter4,105.8e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter5,266.9e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter6,-211e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter7,-5.524e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter8,31.08e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter9,219.1e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter10,-417.2e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter11,-124.3e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter12,-281.8e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter13,-574.4e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter14,-25.58e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter15,-379.7e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter16,-345.7e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter17,-73.08e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter18,-62.8e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter19,-81.94e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter20,-219.3e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter21,421.6e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter22,-232.8e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter23,-138.9e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter24,-229e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter25,126.5e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter26,-74.46e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter27,119.4e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter28,-104e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter29,-181.8e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter30,-256.2e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter31,-147.6e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter32,-524.8e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter33,386e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter34,9.202e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter35,-28.31e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter36,-330.4e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter37,-295e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter38,-179.9e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter39,-20.65e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter40,496.5e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter41,-319.6e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter42,-154.6e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter43,15.3e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter44,93.46e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter45,7.913e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter46,-507.3e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter47,55.24e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter48,45.94e-6,,,
yg9bq_DDPUF_128_mc_1,E32_iter49,13.73e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter0,50.23e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter1,223.8e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter2,-187.6e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter3,-23.03e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter4,-207.1e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter5,-46.77e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter6,-378.1e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter7,32.32e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter8,-553.4e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter9,-416.7e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter10,401.2e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter11,-137.8e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter12,73.42e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter13,-538.4e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter14,-182.5e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter15,-84.57e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter16,167.7e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter17,-145.8e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter18,64.07e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter19,84.62e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter20,61.5e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter21,187.2e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter22,535.4e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter23,-42.93e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter24,177.3e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter25,52.88e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter26,-52.79e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter27,-126.2e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter28,-68.29e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter29,61.47e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter30,144.6e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter31,-40.81e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter32,510.5e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter33,282.7e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter34,189.3e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter35,138.2e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter36,-312.8e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter37,92.79e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter38,150.9e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter39,-139.1e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter40,-114.7e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter41,-314.5e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter42,315.2e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter43,-262.3e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter44,217.6e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter45,128.3e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter46,83.72e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter47,94.74e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter48,-388.6e-6,,,
yg9bq_DDPUF_128_mc_1,E33_iter49,418.6e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter0,-452.7e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter1,24.4e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter2,-13.53e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter3,-436.1e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter4,566.9e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter5,-334.4e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter6,131.5e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter7,360.7e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter8,-183.8e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter9,172.8e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter10,-89.51e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter11,9.35e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter12,-59.94e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter13,-28.22e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter14,-339.7e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter15,54.53e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter16,201.2e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter17,34.49e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter18,-382.1e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter19,-317.3e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter20,1.774e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter21,35.49e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter22,-517.9e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter23,-61.76e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter24,-360.6e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter25,-110.3e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter26,-381.6e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter27,212.3e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter28,367e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter29,-189.8e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter30,-332.9e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter31,-36.51e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter32,-48.8e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter33,-69.99e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter34,-223e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter35,182.8e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter36,-227.5e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter37,221.3e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter38,117.8e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter39,-274.2e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter40,-65.48e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter41,237.8e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter42,65.13e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter43,-31.27e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter44,-434.1e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter45,-87.93e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter46,156.3e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter47,39.66e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter48,-200.5e-6,,,
yg9bq_DDPUF_128_mc_1,E34_iter49,-275.9e-6,,,
yg9bq_DDPUF_128_mc_1,E35_iter0,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter1,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter2,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter3,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter4,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter5,800e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter6,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter7,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter8,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter9,800e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter10,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter11,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter12,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter13,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter14,800.5e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter15,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter16,800e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter17,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter18,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter19,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter20,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter21,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter22,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter23,800e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter24,800e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter25,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E35_iter26,799.5e-3,,,
