Point,Corner,mc_iteration,Pass/Fail,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
79,nom,79,,800e-3,-24.54e-9,800e-3,53.62e-9,800e-3,77.3e-9,800e-3,800e-3,800e-3,135.3e-9,105.6e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,62.31e-9,34.12e-9,56.32e-9,800e-3,800e-3,800e-3,800e-3,55.74e-9,392.7e-9,52.31e-9,49.63e-9,800e-3,115.2e-9,800e-3,800e-3,38.23e-9,800e-3,800e-3,800e-3,800e-3,800e-3,70.97e-9,61.02e-9,47.74e-9,800e-3,800e-3,800e-3,43.29e-9,-52.76e-9,77.45e-9,800e-3,94.53e-9,76.08e-9,800e-3,55.89e-9,78.81e-9,800e-3,98.46e-9,800e-3,61.02e-9,47.47e-9,157.6e-9,74.65e-9,800e-3,58.63e-9,800e-3,800e-3,58.69e-9,61.98e-9,53.13e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,63.1e-9,800e-3,800e-3,44.13e-9,-12.94e-9,800e-3,800e-3,116.9e-9,126.9e-9,800e-3,800e-3,57.13e-9,800e-3,24.07e-9,68.71e-9,800e-3,54.9e-9,800e-3,800e-3,800e-3,800e-3,62.99e-9,800e-3,70.58e-9,800e-3,50.17e-9,78.23e-9,800e-3,82.51e-9,117.8e-9,29.14e-9,33.56e-9,800e-3,-220.2e-9,800e-3,800e-3,111.8e-9,57.82e-9,47.52e-9,800e-3,90.8e-9,800e-3,80.96e-9,122.1e-9,800e-3
80,nom,80,,126.6e-9,800e-3,60.24e-9,800e-3,59.33e-9,800e-3,52.65e-9,54.69e-9,800e-3,800e-3,70.48e-9,93.89e-9,85.39e-9,800e-3,800e-3,57.88e-9,52.72e-9,55.94e-9,800e-3,50.58e-9,800e-3,59.83e-9,800e-3,59.78e-9,800e-3,800e-3,51.64e-9,800e-3,800e-3,82.51e-9,800e-3,800e-3,800e-3,72.55e-9,800e-3,35.78e-9,53.98e-9,800e-3,73.77e-9,800e-3,800e-3,74.26e-9,800e-3,79.43e-9,800e-3,63.98e-9,47.25e-9,800e-3,108.7e-9,800e-3,800e-3,70.5e-9,800e-3,800e-3,800e-3,800e-3,800e-3,64.97e-9,147.2e-9,800e-3,800e-3,800e-3,800e-3,51.47e-9,51.74e-9,800e-3,800e-3,73.81e-9,800e-3,800e-3,800e-3,61.5e-9,800e-3,57.62e-9,800e-3,800e-3,800e-3,60.02e-9,800e-3,800e-3,800e-3,58.35e-9,800e-3,800e-3,800e-3,800e-3,800e-3,36.21e-9,800e-3,800e-3,800e-3,800e-3,800e-3,199.8e-9,800e-3,800e-3,50.78e-9,58.51e-9,47.37e-9,800e-3,64.73e-9,46.99e-9,45.13e-9,47.35e-9,79.97e-9,120e-9,800e-3,800e-3,800e-3,45.63e-9,800e-3,800e-3,71.82e-9,800e-3,46.89e-9,60.78e-9,800e-3,800e-3,800e-3,800e-3,800e-3,53.17e-9,52.32e-9,64.92e-9,800e-3,800e-3,800e-3,800e-3
81,nom,81,,800e-3,86.55e-9,800e-3,121.8e-9,800e-3,800e-3,800e-3,71.34e-9,800e-3,800e-3,800e-3,69.81e-9,800e-3,53.14e-9,59.61e-9,800e-3,800e-3,800e-3,50.15e-9,74.61e-9,51.4e-9,800e-3,800e-3,800e-3,128.7e-9,800e-3,68.67e-9,800e-3,63.86e-9,800e-3,800e-3,800e-3,800e-3,800e-3,68.48e-9,65.44e-9,800e-3,81.73e-9,800e-3,59.37e-9,800e-3,64.34e-9,800e-3,58.67e-9,800e-3,46.48e-9,62.93e-9,800e-3,59.63e-9,73.42e-9,800e-3,48.06e-9,63.03e-9,44.43e-9,83.93e-9,800e-3,81.97e-9,800e-3,800e-3,800e-3,57.48e-9,52.16e-9,48.59e-9,800e-3,800e-3,54.86e-9,800e-3,800e-3,59.51e-9,800e-3,39.49e-9,73.62e-9,800e-3,88.16e-9,800e-3,800e-3,47.06e-9,800e-3,71.11e-9,42.2e-9,62.75e-9,800e-3,44e-9,56.02e-9,62.47e-9,55.34e-9,59.41e-9,800e-3,89.31e-9,61.38e-9,800e-3,800e-3,98.35e-9,800e-3,58.16e-9,111.3e-9,58.78e-9,800e-3,800e-3,55.43e-9,171.2e-9,800e-3,800e-3,800e-3,58.2e-9,800e-3,41.6e-9,72.24e-9,800e-3,800e-3,56.48e-9,800e-3,56.69e-9,800e-3,46.76e-9,78.58e-9,800e-3,58.94e-9,51.81e-9,800e-3,67.84e-9,66.65e-9,800e-3,800e-3,43.7e-9,68.05e-9,800e-3,83.25e-9
82,nom,82,,57.09e-9,65.91e-9,49.66e-9,800e-3,800e-3,138.6e-9,113.1e-9,800e-3,102.7e-9,69.56e-9,800e-3,800e-3,800e-3,800e-3,800e-3,134.1e-9,103.3e-9,800e-3,800e-3,800e-3,46.61e-9,800e-3,800e-3,54.21e-9,45.23e-9,800e-3,800e-3,800e-3,800e-3,50.07e-9,800e-3,82.22e-9,800e-3,800e-3,80.98e-9,800e-3,40.39e-9,800e-3,800e-3,85.47e-9,68.84e-9,800e-3,800e-3,800e-3,46.96e-9,76.28e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,69.03e-9,55.85e-9,70.81e-9,800e-3,800e-3,800e-3,72.27e-9,57.5e-9,800e-3,88.54e-9,84.89e-9,800e-3,66.71e-9,800e-3,108.3e-9,800e-3,74.52e-9,800e-3,800e-3,800e-3,105.3e-9,97.43e-9,800e-3,800e-3,800e-3,50.47e-9,800e-3,56.09e-9,800e-3,42.78e-9,800e-3,800e-3,800e-3,67.82e-9,800e-3,800e-3,53.29e-9,58.33e-9,54.04e-9,93.81e-9,52.71e-9,800e-3,800e-3,65.93e-9,800e-3,64.23e-9,800e-3,-2.056e-9,-36.33e-9,54.84e-9,800e-3,52.88e-9,800e-3,800e-3,59.33e-9,800e-3,95.72e-9,800e-3,1.672e-9,57.42e-9,115.6e-9,55.42e-9,800e-3,109.7e-9,800e-3,81.01e-9,154.1e-9,51.25e-9,65.36e-9,94.45e-9,800e-3,148.7e-9,76.12e-9,800e-3,176.1e-9,48.23e-9
83,nom,83,,47.02e-9,800e-3,800e-3,6.287e-9,49.85e-9,68.05e-9,62.4e-9,63.52e-9,83.95e-9,56.36e-9,53e-9,800e-3,66.54e-9,800e-3,53.93e-9,800e-3,800e-3,47.6e-9,-438.2e-9,57.07e-9,800e-3,53.57e-9,99.61e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,70.51e-9,104.5e-9,53.52e-9,800e-3,62.34e-9,59.96e-9,134.3e-9,62.67e-9,600.9e-9,800e-3,49.82e-9,302e-9,800e-3,800e-3,55.21e-9,800e-3,800e-3,800e-3,87.29e-9,800e-3,800e-3,63.69e-9,800e-3,91.61e-9,800e-3,47.69e-9,53.25e-9,67.11e-9,83.84e-9,800e-3,800e-3,800e-3,102.7e-9,800e-3,800e-3,800e-3,800e-3,69.04e-9,800e-3,800e-3,60.04e-9,79.29e-9,800e-3,80.1e-9,800e-3,73.75e-9,61.79e-9,113.4e-9,65.71e-9,113.4e-9,800e-3,60.89e-9,48.54e-9,54.65e-9,800e-3,72.86e-9,59.7e-9,62.03e-9,53.53e-9,66.36e-9,800e-3,58.66e-9,94.32e-9,800e-3,800e-3,800e-3,46.4e-9,206.5e-9,800e-3,63.15e-9,64.31e-9,800e-3,800e-3,800e-3,800e-3,78.49e-9,31.19e-9,800e-3,69.6e-9,74.97e-9,800e-3,23.56e-9,69.87e-9,800e-3,84.81e-9,800e-3,52.63e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,60e-9,800e-3,61.51e-9,-16.85e-9,800e-3,800e-3
84,nom,84,,51.04e-9,39e-9,68.58e-9,800e-3,800e-3,800e-3,800e-3,59.18e-9,800e-3,800e-3,800e-3,58.34e-9,62.07e-9,800e-3,800e-3,92.93e-9,79.25e-9,800e-3,800e-3,800e-3,176e-9,800e-3,800e-3,-31.78e-9,59.8e-9,76.63e-9,800e-3,59.68e-9,123.1e-9,35.46e-9,800e-3,64.85e-9,46.39e-9,800e-3,72.1e-9,800e-3,74.89e-9,72.57e-9,53.59e-9,800e-3,800e-3,58.23e-9,69.69e-9,89.82e-9,47.26e-9,800e-3,-29.13e-9,800e-3,111.5e-9,-1.964e-6,165.2e-9,800e-3,800e-3,800e-3,800e-3,47.12e-9,800e-3,111.2e-9,66.55e-9,800e-3,57.07e-9,107.1e-9,800e-3,800e-3,109.3e-9,85.31e-9,172.8e-9,800e-3,800e-3,60.35e-9,800e-3,59.55e-9,800e-3,-4.103e-9,47.65e-9,800e-3,800e-3,-7.495e-9,800e-3,161e-9,800e-3,72.91e-9,61.37e-9,76.83e-9,56.73e-9,111.3e-9,800e-3,595.9e-9,121.6e-9,102.5e-9,12.03e-9,800e-3,800e-3,800e-3,64.42e-9,50.68e-9,-32.69e-9,52.19e-9,14.43e-9,800e-3,800e-3,-48.49e-9,61.29e-9,14.97e-9,54.24e-9,38.23e-9,189e-9,42.44e-9,300.9e-9,800e-3,800e-3,75.48e-9,800e-3,800e-3,800e-3,63.87e-9,487.2e-9,800e-3,92.24e-9,800e-3,64.46e-9,53.5e-9,800e-3,320.2e-9,-55.54e-9,51.55e-9,37.75e-9,80.62e-9
85,nom,85,,800e-3,238.9e-9,800e-3,800e-3,800e-3,58.86e-9,67.08e-9,800e-3,52.78e-9,46.95e-9,800e-3,75.67e-9,603.7e-9,-118.3e-9,78.84e-9,72.52e-9,54.75e-9,800e-3,800e-3,33.9e-9,60.68e-9,83.95e-9,51.7e-9,45.17e-9,800e-3,800e-3,94.85e-9,800e-3,49.7e-9,800e-3,800e-3,800e-3,800e-3,800e-3,52.99e-9,800e-3,92.11e-9,800e-3,112.8e-9,800e-3,63.16e-9,38.56e-9,102.1e-9,800e-3,800e-3,217e-9,99.54e-9,68e-9,800e-3,47.52e-9,800e-3,43.44e-9,800e-3,68.43e-9,58.66e-9,800e-3,800e-3,800e-3,45.58e-9,54.2e-9,800e-3,800e-3,800e-3,98.89e-9,26.28e-9,55.74e-9,62.03e-9,92.09e-9,79.39e-9,800e-3,48.38e-9,800e-3,54.25e-9,800e-3,96.68e-9,800e-3,97.25e-9,800e-3,49.73e-9,800e-3,72.2e-9,800e-3,800e-3,52.68e-9,800e-3,800e-3,47.52e-9,46.33e-9,800e-3,800e-3,265e-9,42.84e-9,800e-3,800e-3,81.87e-9,800e-3,55.1e-9,800e-3,800e-3,-108.6e-9,800e-3,800e-3,800e-3,800e-3,800e-3,78.4e-9,800e-3,800e-3,800e-3,51.9e-9,33.94e-9,800e-3,800e-3,60.49e-9,60.44e-9,800e-3,50.87e-9,1.204e-6,800e-3,51.52e-9,800e-3,800e-3,47.59e-9,800e-3,800e-3,800e-3,55.28e-9,124.7e-9
86,nom,86,,800e-3,800e-3,156.9e-9,800e-3,89.8e-9,52.55e-9,140.9e-9,800e-3,62.86e-9,800e-3,800e-3,800e-3,800e-3,221.7e-9,708.2e-9,109.1e-9,800e-3,800e-3,75.66e-9,48.07e-9,50.29e-9,58.14e-9,53.23e-9,800e-3,800e-3,800e-3,55.84e-9,800e-3,800e-3,800e-3,800e-3,76.89e-9,800e-3,73.71e-9,800e-3,46e-9,800e-3,63.12e-9,111e-9,800e-3,800e-3,800e-3,46.41e-9,800e-3,800e-3,800e-3,800e-3,131.4e-9,800e-3,800e-3,61.5e-9,800e-3,76.59e-9,103.9e-9,52.24e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,64.57e-9,-80.04e-9,54.36e-9,800e-3,800e-3,800e-3,800e-3,49.47e-9,800e-3,57.72e-9,53.75e-9,65.42e-9,800e-3,85.09e-9,72.01e-9,53.28e-9,77.03e-9,56.85e-9,800e-3,800e-3,61.47e-9,55.16e-9,65.03e-9,800e-3,800e-3,800e-3,800e-3,89.64e-9,800e-3,78.44e-9,800e-3,46.57e-9,119.4e-9,800e-3,800e-3,800e-3,800e-3,800e-3,39.08e-9,800e-3,800e-3,262.4e-12,106.9e-9,800e-3,800e-3,103.7e-9,800e-3,59.83e-9,800e-3,800e-3,800e-3,800e-3,57.96e-9,54.29e-9,800e-3,57.3e-9,32.5e-9,800e-3,63.48e-9,104.6e-9,800e-3,800e-3,800e-3,43.98e-9,64.22e-9,800e-3,800e-3
87,nom,87,,56.57e-9,51.33e-9,61.39e-9,49.72e-9,800e-3,800e-3,800e-3,89.54e-9,800e-3,76.24e-9,800e-3,800e-3,54.24e-9,800e-3,54.72e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,80.09e-9,72.21e-9,800e-3,800e-3,52.42e-9,800e-3,107.5e-9,67.47e-9,800e-3,56.13e-9,800e-3,800e-3,800e-3,46.83e-9,122.4e-9,800e-3,45.68e-9,46.36e-9,800e-3,800e-3,142.1e-9,102.6e-9,800e-3,70.45e-9,63.76e-9,800e-3,58.18e-9,800e-3,119.3e-9,800e-3,800e-3,-14.45e-9,85.25e-9,54.99e-9,76.34e-9,800e-3,800e-3,57.27e-9,800e-3,800e-3,800e-3,51.01e-9,69.64e-9,800e-3,49.53e-9,800e-3,800e-3,800e-3,800e-3,48.62e-9,103.2e-9,43.43e-9,49.93e-9,-7.811e-9,800e-3,800e-3,-1.789e-9,800e-3,800e-3,70.18e-9,800e-3,800e-3,33.29e-9,800e-3,800e-3,800e-3,800e-3,800e-3,76.43e-9,70.53e-9,800e-3,76.62e-9,96.98e-9,800e-3,62.61e-9,800e-3,50.09e-9,49.34e-9,56.83e-9,800e-3,800e-3,92.46e-9,800e-3,800e-3,64.23e-9,800e-3,111.1e-9,77.33e-9,800e-3,71.02e-9,-1.377e-6,800e-3,800e-3,800e-3,48.49e-9,43.41e-9,43.23e-9,800e-3,61.87e-9,103.5e-9,48.63e-9,800e-3,800e-3,800e-3,800e-3
88,nom,88,,-6.641e-9,800e-3,800e-3,69.68e-9,800e-3,800e-3,800e-3,184.8e-9,800e-3,800e-3,67.33e-9,800e-3,800e-3,51.31e-9,800e-3,800e-3,-42.71e-9,69.03e-9,141.6e-9,800e-3,73.36e-9,800e-3,-748.3e-9,86.34e-9,64.26e-9,47.21e-9,-65.02e-9,94.84e-9,52.28e-9,47.7e-9,197.9e-9,44.3e-9,800e-3,800e-3,800e-3,800e-3,73.96e-9,800e-3,800e-3,55.35e-9,800e-3,800e-3,54.1e-9,27.32e-9,78.66e-9,800e-3,123.7e-9,95.09e-9,100.2e-9,800e-3,800e-3,44.67e-9,800e-3,58.44e-9,106.5e-9,800e-3,89.52e-9,800e-3,61.18e-9,70.85e-9,-60.51e-9,90.69e-9,800e-3,800e-3,48.79e-9,800e-3,800e-3,-839.5e-9,800e-3,800e-3,800e-3,50.65e-9,800e-3,800e-3,85.81e-9,57.1e-9,47.21e-9,800e-3,800e-3,52.14e-9,-23.84e-9,800e-3,800e-3,68.56e-9,64.43e-9,800e-3,69.05e-9,800e-3,800e-3,800e-3,59.94e-9,55.47e-9,800e-3,800e-3,224.4e-9,142.6e-9,800e-3,92.01e-9,2.745e-9,800e-3,117.9e-9,800e-3,75.02e-9,81.07e-9,800e-3,-39.72e-9,81.47e-9,58.88e-9,12.34e-9,800e-3,800e-3,-46.9e-9,800e-3,800e-3,800e-3,800e-3,80.33e-9,800e-3,80.23e-9,58.5e-9,800e-3,800e-3,800e-3,-76.02e-9,800e-3,65.08e-9,73.82e-9,800e-3
89,nom,89,,800e-3,800e-3,800e-3,800e-3,800e-3,44.01e-9,-1.256e-9,800e-3,45.67e-9,73.5e-9,800e-3,91.68e-9,77.06e-9,800e-3,800e-3,70.52e-9,78.62e-9,65.36e-9,76.82e-9,800e-3,48.02e-9,99.58e-9,71.98e-9,800e-3,800e-3,66.73e-9,800e-3,800e-3,800e-3,800e-3,46.09e-9,800e-3,800e-3,800e-3,800e-3,48.57e-9,800e-3,69.06e-9,800e-3,800e-3,49.51e-9,800e-3,800e-3,800e-3,800e-3,800e-3,-242.3e-9,800e-3,800e-3,53.89e-9,76.57e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,79.99e-9,92.66e-9,800e-3,800e-3,800e-3,90e-9,800e-3,55.96e-9,45.12e-9,60e-9,58.76e-9,55.43e-9,57.08e-9,800e-3,52.67e-9,61.95e-9,800e-3,800e-3,55.17e-9,800e-3,63.2e-9,800e-3,66.56e-9,800e-3,800e-3,800e-3,93.06e-9,58.37e-9,77.07e-9,800e-3,800e-3,91.01e-9,108.7e-9,73.34e-9,800e-3,62.81e-9,800e-3,800e-3,800e-3,356.6e-9,800e-3,800e-3,48.8e-9,800e-3,31.46e-9,800e-3,62.79e-9,800e-3,53.28e-9,138.7e-9,800e-3,48.47e-9,800e-3,800e-3,800e-3,50.72e-9,55.71e-9,800e-3,800e-3,800e-3,56.56e-9,800e-3,800e-3,800e-3,63.33e-9,800e-3,800e-3,45.07e-9,800e-3,77.06e-9
90,nom,90,,800e-3,51.89e-9,122.9e-9,47.03e-9,800e-3,800e-3,53.6e-9,77.03e-9,800e-3,800e-3,55.4e-9,800e-3,67.35e-9,800e-3,800e-3,35.41e-9,800e-3,800e-3,65.73e-9,51.21e-9,800e-3,800e-3,57.21e-9,65.64e-9,800e-3,800e-3,800e-3,67.64e-9,42.31e-9,800e-3,58.5e-9,56.47e-9,55.66e-9,75.13e-9,49.98e-9,99.28e-9,800e-3,46.95e-9,83.28e-9,68.44e-9,800e-3,102.6e-9,44.41e-9,800e-3,67.52e-9,800e-3,800e-3,48.1e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,45.11e-9,57.41e-9,53.54e-9,800e-3,151.6e-9,800e-3,800e-3,83.45e-9,34.83e-9,800e-3,800e-3,800e-3,800e-3,68.4e-9,52.03e-9,69.9e-9,99.89e-9,800e-3,51.83e-9,101.9e-9,800e-3,97.25e-9,800e-3,800e-3,95.44e-9,53.26e-9,800e-3,44.06e-9,800e-3,45.11e-9,800e-3,800e-3,49.86e-9,69.32e-9,800e-3,76.4e-9,800e-3,68.08e-9,68.54e-9,800e-3,800e-3,800e-3,800e-3,103e-9,63.65e-9,800e-3,117.9e-9,800e-3,1.353e-6,81.18e-9,800e-3,45.96e-9,800e-3,800e-3,800e-3,800e-3,73.86e-9,41.71e-9,55.81e-9,66.41e-9,800e-3,74.3e-9,51.09e-9,116.1e-9,71.01e-9,139.1e-9,800e-3,61.44e-9,800e-3,800e-3,75.77e-9,800e-3,46.47e-9
91,nom,91,,54.8e-9,800e-3,96.16e-9,800e-3,800e-3,75.35e-9,800e-3,60.36e-9,-36.08e-9,800e-3,800e-3,36.65e-9,74.48e-9,61.8e-9,12.34e-9,800e-3,800e-3,96.64e-9,800e-3,66.3e-9,70e-9,800e-3,74.69e-9,800e-3,800e-3,800e-3,800e-3,800e-3,43.15e-9,800e-3,48.53e-9,800e-3,139e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,42.16e-9,800e-3,51.39e-9,82.59e-9,55.64e-9,800e-3,48.41e-9,47.85e-9,44.3e-9,62.05e-9,800e-3,800e-3,54.54e-9,98.31e-9,77.81e-9,800e-3,800e-3,800e-3,800e-3,800e-3,137.8e-9,61.64e-9,800e-3,71.47e-9,800e-3,44.53e-9,54.42e-9,68.62e-9,800e-3,800e-3,51.71e-9,800e-3,800e-3,800e-3,800e-3,800e-3,83.37e-9,69.39e-9,54.11e-9,800e-3,800e-3,50.58e-9,800e-3,80.78e-9,800e-3,23.63e-9,45.69e-9,800e-3,800e-3,800e-3,800e-3,46.94e-9,51.27e-9,800e-3,83.16e-9,71.25e-9,74.91e-9,800e-3,800e-3,800e-3,800e-3,800e-3,18.76e-9,81.8e-9,800e-3,57.58e-9,347e-9,800e-3,50.23e-9,36.55e-9,80.8e-9,800e-3,800e-3,800e-3,800e-3,74.15e-9,47.43e-9,800e-3,2.035e-6,800e-3,800e-3,60.82e-9,85.65e-9,87.57e-9,64.9e-9,800e-3,800e-3,72.71e-9
92,nom,92,,76.25e-9,800e-3,81.58e-9,65.46e-9,800e-3,800e-3,57.68e-9,43.33e-9,800e-3,800e-3,57.95e-9,136.2e-9,-14.89e-9,800e-3,125.2e-9,800e-3,-67.57e-9,43.47e-9,54.8e-9,56.59e-9,800e-3,800e-3,92.74e-9,-24.97e-9,6.008e-9,73.46e-9,800e-3,51.12e-9,72.44e-9,74.15e-9,76.31e-9,65.14e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,62.22e-9,176.4e-9,800e-3,53.55e-9,800e-3,800e-3,800e-3,47.76e-9,800e-3,800e-3,44.76e-9,800e-3,800e-3,58.22e-9,35.56e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,67.88e-9,800e-3,800e-3,800e-3,800e-3,23.43e-9,65.57e-9,800e-3,800e-3,45.12e-9,73.74e-9,800e-3,800e-3,800e-3,800e-3,92.87e-9,800e-3,800e-3,800e-3,46.09e-9,800e-3,800e-3,800e-3,57.21e-9,77.06e-9,-1.44e-9,800e-3,800e-3,55.11e-9,-49.31e-9,800e-3,800e-3,81.77e-9,62.79e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,55.57e-9,58.42e-9,71.85e-9,800e-3,800e-3,800e-3,800e-3,800e-3,41.67e-9,800e-3,83.88e-9,46.54e-9,62.79e-9,-962.1e-9,800e-3,800e-3,65.79e-9,800e-3,800e-3,800e-3,94.19e-9,72.16e-9,800e-3
93,nom,93,,51.74e-9,43.85e-9,800e-3,800e-3,47.07e-9,56.27e-9,800e-3,800e-3,95.71e-9,800e-3,129.9e-9,800e-3,60.33e-9,800e-3,800e-3,800e-3,72.14e-9,800e-3,117e-9,800e-3,56.33e-9,51.06e-9,800e-3,81.77e-9,62.05e-9,52.13e-9,44.22e-9,800e-3,800e-3,800e-3,800e-3,41.11e-9,800e-3,800e-3,67.4e-9,145.9e-9,800e-3,58.58e-9,800e-3,800e-3,85.19e-9,800e-3,67.77e-9,800e-3,47e-9,68.17e-9,800e-3,56.99e-9,63.35e-9,67.62e-9,52.02e-9,800e-3,69.62e-9,48.79e-9,79.65e-9,800e-3,800e-3,800e-3,57.2e-9,800e-3,51.39e-9,52.2e-9,47.58e-9,800e-3,800e-3,800e-3,58.71e-9,800e-3,43.64e-9,800e-3,800e-3,46.64e-9,55.72e-9,800e-3,65e-9,69.16e-9,800e-3,49.92e-9,800e-3,96.28e-9,800e-3,55.35e-9,54.12e-9,63.09e-9,800e-3,800e-3,800e-3,60.85e-9,800e-3,800e-3,98.35e-9,132.6e-9,72.06e-9,800e-3,800e-3,800e-3,57.92e-9,800e-3,43.54e-9,800e-3,800e-3,57.64e-9,800e-3,800e-3,56.99e-9,50.91e-9,800e-3,800e-3,48.79e-9,800e-3,87.86e-9,800e-3,800e-3,800e-3,36.91e-9,800e-3,57.89e-9,800e-3,800e-3,73.61e-9,800e-3,800e-3,800e-3,77.34e-9,79.61e-9,58.73e-9,94.63e-9,800e-3
94,nom,94,,800e-3,-132e-9,-363.7e-9,800e-3,41.2e-9,800e-3,49.95e-9,72.01e-9,800e-3,54.26e-9,800e-3,112.8e-9,52.7e-9,800e-3,49.84e-9,800e-3,61.24e-9,800e-3,50.58e-9,800e-3,49.74e-9,129.4e-9,800e-3,66.57e-9,800e-3,800e-3,800e-3,800e-3,800e-3,75.88e-9,-10.69e-9,53.4e-9,57.79e-9,800e-3,800e-3,51.59e-9,800e-3,800e-3,800e-3,800e-3,38.1e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,56.58e-9,52.76e-9,184.9e-9,800e-3,60.66e-9,800e-3,-103.1e-9,74.26e-9,91.01e-9,92.4e-9,45.03e-9,800e-3,800e-3,59.95e-9,800e-3,73.1e-9,800e-3,800e-3,47.57e-9,66.18e-9,55.6e-9,42.34e-9,3.408e-9,56.02e-9,59.25e-9,800e-3,48.42e-9,79.91e-9,800e-3,46.16e-9,109.2e-9,800e-3,800e-3,52.54e-9,800e-3,142.9e-9,68.11e-9,800e-3,65.84e-9,800e-3,78.91e-9,800e-3,800e-3,800e-3,800e-3,48.09e-9,800e-3,800e-3,61.85e-9,46.02e-9,800e-3,800e-3,54.95e-9,800e-3,800e-3,50.22e-9,800e-3,64.39e-9,800e-3,63.41e-9,800e-3,52.94e-9,73.68e-9,68.5e-9,800e-3,62.28e-9,67.99e-9,67.26e-9,54.99e-9,800e-3,57.99e-9,800e-3,800e-3,800e-3,123.2e-9,800e-3,62.52e-9,53.47e-9,800e-3,800e-3,71.89e-9
95,nom,95,,476.2e-9,73.09e-9,48.36e-9,55.67e-9,800e-3,84.39e-9,800e-3,800e-3,59.53e-9,86.62e-9,67.34e-9,800e-3,800e-3,63.47e-9,69.3e-9,800e-3,800e-3,68.02e-9,800e-3,800e-3,64.22e-9,60.98e-9,800e-3,800e-3,800e-3,800e-3,53.37e-9,800e-3,49.81e-9,69.59e-9,800e-3,800e-3,101.4e-9,60.5e-9,55.69e-9,7.817e-9,800e-3,51.43e-9,74.09e-9,27.18e-9,46.79e-9,133.3e-9,58.67e-9,45.08e-9,61.64e-9,56.5e-9,61.81e-9,95.77e-9,800e-3,800e-3,61.71e-9,68.05e-9,46.48e-9,800e-3,800e-3,75.54e-9,800e-3,800e-3,61.9e-9,63.73e-9,800e-3,83.83e-9,91.26e-9,800e-3,800e-3,800e-3,51.1e-9,800e-3,800e-3,800e-3,800e-3,191.6e-9,41.55e-9,47.69e-9,58.22e-9,49.99e-9,800e-3,800e-3,49.91e-9,38.65e-9,800e-3,69.81e-9,40.83e-9,39.87e-9,102.3e-9,800e-3,70.47e-9,54.41e-9,63.52e-9,46.09e-9,72e-9,800e-3,800e-3,47.01e-9,49.99e-9,57.85e-9,66.15e-9,73.24e-9,82.15e-9,40.59e-9,97.88e-9,49.6e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,71.72e-9,30.11e-9,800e-3,800e-3,40.41e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,63.24e-9,69.71e-9,800e-3,800e-3,45.73e-9,800e-3,800e-3,800e-3,52.32e-9
